index,product,helpful_count,total_comments,url,review_country,reviewed_at,review_text,review_rating,product_company,profile_name,review_title
1106,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=110, India ,2019-09-19,Superb phone at 45k ... Apple at its best ... Awesome processing ...,5.0 out of 5 stars,Apple,DR SIDDHARTH SAXENA,Sooperb gadget !!
1107,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=110, India ,2019-11-10,I purchased this iPhone XR I think the same is refurbished item which I received.,2.0 out of 5 stars,Apple,Haresh_009,iPhone XR
1108,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=110, India ,2020-03-16,Excellent Product,5.0 out of 5 stars,Apple,Abbasali Meherali,Excellent Product
1109,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=110, India ,2020-03-08,Excellent phone with wireless charging.,5.0 out of 5 stars,Apple,Harsher Grewal,Amazing features.
1110,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=111, India ,2020-03-07,"Best mobile in low price, camera quality is batter then from China mobile 48 mega pixel means 12=48 🤣 Face unlocked very fast,",5.0 out of 5 stars,Apple,Debibrata,Best mobile
1111,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=111, India ,2019-10-26,Please provide original invoice as the copy provided with phone was incomplete and torn . I have submit the same in my office. Please do the needful on priority.,1.0 out of 5 stars,Apple,Amazon Customer,Shall provide only after getting original invoice.
1112,Apple iPhone XR (64GB) - Black,3 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=111, India ,2018-11-09,Nice 1,5.0 out of 5 stars,Apple,madhuri rasiklal gaglani,Apple xr
1113,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=111, India ,2019-12-06,"performance,camera,battery and all features all awesome",4.0 out of 5 stars,Apple,sharanjeet s.,Better then all androids even flagships.
1114,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=111, India ,2019-11-07,Amazing product. Got in lightening deal,5.0 out of 5 stars,Apple,Terry,Value for money
1115,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=111, India ,2019-10-03,Awesome phone,5.0 out of 5 stars,Apple,purushottam,Awesome phone
1116,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=111, India ,2019-12-22,Defenetly worth it,5.0 out of 5 stars,Apple,Sri Harsha Vemuri,Mind Blowing
1117,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=111, India ,2019-06-03,No one can beat Apple Processors.,5.0 out of 5 stars,Apple,wazir,Simply Brilliant and Powerful
1118,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=111, India ,2019-09-30,Best phone I've ever had,5.0 out of 5 stars,Apple,KALIDOSS,Love it
1119,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=111, India ,2020-01-02,The phone is not good as normal I phones . Always hang. Face recognition always give problems . And if you go service Center they say take backups and come back,2.0 out of 5 stars,Apple,ramessh shettyy,Not good as other I phones
1120,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=112, India ,2019-10-09,"Got a good deal in the sale, worth it",5.0 out of 5 stars,Apple,DEVENDRA SINGH,Worth it
1121,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=112, India ,2019-10-17,"The most complete IPhone ever. You will not miss the fingerprint reader, the Face ID is amazingly fast. I am also getting good battery life with it. The single is doing wonderfully well.",5.0 out of 5 stars,Apple,Amazon Customer,Say hello to the new iPhone
1122,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=112, India ,2020-01-16,"Genuine product in best price, Happy to upgrade with iPhone XR :)",5.0 out of 5 stars,Apple,Prateek Gupta,Super 📱
1123,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=112, India ,2020-03-04,Awesome phone! True genius and different from others..,5.0 out of 5 stars,Apple,Poojadsingh,XR is great buy!
1124,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=112, India ,2019-10-14,Amazing buy. Works perfectly fine and I bought it at an unbelievable offer price.,5.0 out of 5 stars,Apple,Gunner,100% worth every penny.
1125,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=112, India ,2019-10-01,super mobile,5.0 out of 5 stars,Apple,Anis Fathima,nice mobile
1126,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=112, India ,2019-11-11,"Superb and satisfied with performence, face recognition is little bit slow rest all is gud...",5.0 out of 5 stars,Apple,Gaurang dhanik,Always no1
1127,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=112, India ,2019-07-04,"Awesome. Bang for buck. Has the features you are willing to pay for , a very decent price post HDFC cash back offer.",5.0 out of 5 stars,Apple,Gore,Bang for buck.
1128,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=112, India ,2019-11-08,"It's an awesome product from Apple, The battery life has improved alot than the previously launched iPhone models. User interface and iOS 13.2 is excellent. Guys just go for it...",5.0 out of 5 stars,Apple,Kailas Mahale,Great product n value for money.
1129,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=112, India ,2019-11-01,Excellent performance and swift touch,5.0 out of 5 stars,Apple,Aman Singh,Great performance but priced a bit high
1130,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=113, India ,2019-11-13,"Except it gets a little heated in the back while playing , other than that it’s the best.",5.0 out of 5 stars,Apple,praharshith k.,X-rays 128 red
1131,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=113, India ,2019-09-16,The mobile phone is too heavy and there is no fingerprint sensor (though there is Face ID). Otherwise everything else is great.,4.0 out of 5 stars,Apple,Amazon Customer,Good
1132,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=113, India ,2019-10-25,"Thanks Amazon for this superb deal,its highly unbelievable to get such an excellent model of IPhone on such a reasonable price.",5.0 out of 5 stars,Apple,Ashok s.,"Got best IPhone on great unbelievable price,thanks Amazon"
1133,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=113, India ,2019-10-26,iPhone XR is a expensive branded phone and it’s a water and dust resistant but After only three weeks use  i found dust in my camera’s lens . I’m extremely disappointed about this.,1.0 out of 5 stars,Apple,chandan,It can’t resist dust
1134,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=113, India ,2019-11-24,Quite sturdy phone - though little heavy & bulky. Good efficiency & battery life.,5.0 out of 5 stars,Apple,Amazon Customer,Very good phone
1135,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=113, India ,2020-02-02, Best Camera quality and best battery,4.0 out of 5 stars,Apple,Arvind Kunghadkar,Best camera...
1136,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=113, India ,2019-10-19,A great product at affordable price,5.0 out of 5 stars,Apple,P P Raju,Good product
1137,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=113, India ,2019-11-10,Loving the experience with the budget iPhone,4.0 out of 5 stars,Apple,kiran,Loving the experience
1138,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=113, India ,2020-01-01,"Not even completed 1 month but battery life became 99%, some defect may be will go and show some iphone store.",1.0 out of 5 stars,Apple,Sangmesh khadke,Within 1month battery life reduced To 1% i.e 99%
1139,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=113, India ,2019-11-29,"Good apple thanks,",5.0 out of 5 stars,Apple,Gouse,I love you Amazon. Good service.
1140,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=114, India ,2019-11-11,Good product. Bad battery life,2.0 out of 5 stars,Apple,Sam,Not acceptable from Apple
1141,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=114, India ,2019-12-11,Unfortunately having issue with screen,1.0 out of 5 stars,Apple,Nagaraji,Unfortunately phone having screen issue
1142,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=114, India ,2019-08-24,Product received Manufacturers damage display and back panel gap and back panel damage received,2.0 out of 5 stars,Apple,CHETANKUMAR HIRABHAI PARMAR,Manufacturers damage
1143,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=114, India ,2020-02-08,Calling Sensor is Not Good Enough And Also Sometimes Touch Stops Working for Few Seconds,1.0 out of 5 stars,Apple,Imran khan,Sensor and Touch Issue
1144,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=114, India ,2020-02-25,The phone is awesome. The one thing I disliked Earpods not met my expectations.,4.0 out of 5 stars,Apple,sravani soornam,Awesome
1145,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=114, India ,2020-02-25,Apple iPhone is iPhone.. Amazing feature,5.0 out of 5 stars,Apple,Gopal G.,awesome Phone
1146,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=114, India ,2020-01-20,"Realy awsom phone. Best price 23,900. Thank you amazon.",5.0 out of 5 stars,Apple,kanak,sale makes me happy
1147,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=114, India ,2019-10-22,Like the looks and a valuable investment,5.0 out of 5 stars,Apple,Laishram Rommel Kumar,iPhone XR
1148,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=114, India ,2019-11-17,Order was delivered before the estimated time of delivery. Really enjoying the product.,5.0 out of 5 stars,Apple,neetu chouhan,Nice product.
1149,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=114, India ,2020-01-04,The best smart phone. And is better android phone,4.0 out of 5 stars,Apple,Bhaidauwa,5 star.
1150,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=115, India ,2020-03-04,"Upgraded from android to iPhone with iPhone XR and this has completely impressed me. Good Camera, Excellent battery life and faster Face ID reading.",5.0 out of 5 stars,Apple,Jay Thobhani,Must go for it..
1151,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=115, India ,2019-11-04,"this phone is strong, i have dropped it quite a few times. camera quality is good. the battery life is better than my poco.",5.0 out of 5 stars,Apple,shahrukh sheikh,nice
1152,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=115, India ,2019-09-01,"No issues in performance, flawless",5.0 out of 5 stars,Apple,Rakesh S.,Works flawlessly
1153,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=115, India ,2019-09-30,The smoothest phone ever. Best camera,5.0 out of 5 stars,Apple,Subhomoy ,Awesome
1154,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=115, India ,2019-12-05,Apple product. I Rest my case,5.0 out of 5 stars,Apple,himanshu,Good product m
1155,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=115, India ,2019-12-05,Awesome phone,4.0 out of 5 stars,Apple,Prashant Jain,Awesome
1156,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=115, India ,2019-11-13,Absolutely loved it. Upgraded from my old IPhone 6 to this beauty. I realized how slow my previous phone was after I started using this one and I got a great deal from Amazon.,5.0 out of 5 stars,Apple,Amazon Customer,Loved it
1157,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=115, India ,2019-12-29,Fantastic phone📱 ever,4.0 out of 5 stars,Apple,SP,🤘😝🤘
1158,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=115, India ,2019-09-30,Charging Adapter/wire not working properly have to adjust at different angles.,4.0 out of 5 stars,Apple,Shreyas Tawde,Charger 👎🏽
1159,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=115, India ,2019-10-13,"Good performance..Believe me drop test done in 1st week of purchase, not intentionally by mistake fallen down but nothing happened..Thank God😍😍😃",4.0 out of 5 stars,Apple,Giri Sankar,iPhone XR Good buy with super performance
1160,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=116, India ,2019-10-06,It’s a very good and Original product.,5.0 out of 5 stars,Apple,Amazon Customer,It’s Best and Original product. Thankful to amazon
1161,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=116, India ,2019-09-30,Wonderful product.. but need to update new version after unboxing🤣 m not satisfied with packing literally t phone comes with 1 simple plastic warped cover thats it.,5.0 out of 5 stars,Apple,santosh i bidarakundi,Wonderful product
1162,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=116, India ,2019-08-22,"Facial recognition works great, camera is excellent and battery life is great too.",5.0 out of 5 stars,Apple,Samir,Best IPhone
1163,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=116, India ,2019-11-02,"Best Product, best performance, good camera quality, full day battery life, no hanging or any other issues.",5.0 out of 5 stars,Apple,Saiyed Mohammedraza,Best Phone ever
1164,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=116, India ,2020-02-20,Very good but face unlock is slow good battery life and excellent display with good feature but required wifi to work or download any file over 200 mb,5.0 out of 5 stars,Apple,Shubham t.,iPhone
1165,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=116, India ,2020-03-04,Screen had a yellow tint. There was a manufacturing defect. Chek ed with other devices in showroom and all were normal white. Returned the device and claimed refund for this.,1.0 out of 5 stars,Apple,deeptha,Manufacturing defect. Yellow tint on screen
1166,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=116, India ,2020-03-07,There is no finger print sensor. But face id does a pretty good job. Love this phone.,5.0 out of 5 stars,Apple,hi,It is a great phone for the ones new to apple
1167,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=116, India ,2019-06-18,Camera is good but not the best. Bettery life is the best. Face recognition is fast and reliable even in dark condition. The screen is best in LCD class displays.,5.0 out of 5 stars,Apple,Sulay Raval,Excllent Iphone produced by Apple.
1168,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=116, India ,2020-02-12,Nice product,5.0 out of 5 stars,Apple,SHEKHAR LAL,Nice product
1169,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=116, India ,2020-01-16,Altogether I liked. But an easy way to type other languages than English is essential,5.0 out of 5 stars,Apple,Jyotsna. G.,Good product. Worth it's value
1170,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=117, India ,2019-08-22,Bad front camera and weight of the phone. Display quality of the screen and rear camera are amazing,4.0 out of 5 stars,Apple,Amazon Customer,Satisfied
1171,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=117, India ,2019-11-10,No regrets after using almost for 1 month. Dual sim working perfectly. Guys go for it if your budget is approx 50k....don’t spend on other android phone...,5.0 out of 5 stars,Apple,Avishek Chakraborty,Good one
1172,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=117, India ,2019-11-08,Mobile’s screen is not scratch resistive.,5.0 out of 5 stars,Apple,Kapil Goyal,No Gorilla Glass
1173,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=117, India ,2019-10-18,Awesome product!!,5.0 out of 5 stars,Apple,Jaideep Dhumal,Just go for it!
1174,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=117, India ,2020-01-16,Sometimes face recognition stops working. Overall a brilliant phone.,5.0 out of 5 stars,Apple,Amazon Customer,Worth it
1175,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=117, India ,2020-03-04,Battery life good  camera quality is also good,5.0 out of 5 stars,Apple,Jitender rawat,Superb phone
1176,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=117, India ,2019-11-03,Superb deal during the sale and enjoying the smooth interface,5.0 out of 5 stars,Apple,Gopu,Splendid
1177,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=117, India ,2019-09-16,The screen quality is amazing and the phone overall looks awesome! I upgraded from an iPhone6 and the photos come out really well!,5.0 out of 5 stars,Apple,Amazon Customer,If you are upgrading then this is the phone for you!
1178,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=117, India ,2019-11-19,Go for it.,5.0 out of 5 stars,Apple,Jatin Upadhyay,Reliable Product
1179,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=117, India ,2019-10-30,Worst return I have ever faced from Amazon and the boy who came to inspect the phone he had taken 300 And he's saying that everyone phone has returned but not mine,1.0 out of 5 stars,Apple,Chetan Sai,Worst Return Of Amazon Service
1180,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=118, India ,2019-11-11,Awesome phone!,5.0 out of 5 stars,Apple,BB,Best at this price!
1181,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=118, India ,2019-10-09,It’s the best phone!!❤️Camera quality is superb Nd the battery backup is too good😻Nd this is my first iPhone I think it’s worth the money 💰 🥰,5.0 out of 5 stars,Apple,Roshitha⚡️,It’s worth the money 💰 best phone❤️❤️
1182,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=118, India ,2019-05-08,call receive and end feature is good... camera quality excellent.... touch quality good... battery life jabardast... phone face unlock speed very fast... every thing is perfect...,5.0 out of 5 stars,Apple,SIDDHARTH AGRAWAL,iphone xr is a good phone
1183,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=118, India ,2019-10-06,No fingerprints and moderate camera quality. Otherwise perfect phone.,5.0 out of 5 stars,Apple,KJR ,Good product except camera quality
1184,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=118, India ,2019-10-20,Not expectable,3.0 out of 5 stars,Apple,mohammed raheem,Z
1185,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=118, India ,2019-10-15,Great Product Camera is Awesome.,5.0 out of 5 stars,Apple,Mumtaz M.,Great Product
