Mission,Unit,Unit Count,Date,Mission Value,SORTS Value,Degree of Separation
Core,Unit 25,75,2022-07-15,2,1,1
Core,Unit 25,75,2022-08-15,0,2,2
Core,Unit 25,75,2022-09-15,0,2,2
Core,Unit 25,75,2022-10-15,2,1,1
Core,Unit 25,75,2022-11-15,0,2,2
Core,Unit 25,75,2022-12-15,0,1,1
Core,Unit 25,75,2023-01-15,2,0,2
Core,Unit 25,75,2023-02-15,1,0,1
Core,Unit 25,75,2023-03-15,1,0,1
Core,Unit 25,75,2023-04-15,0,2,2
Core,Unit 25,75,2023-05-15,1,0,1
Core,Unit 25,75,2023-06-15,0,2,2
Core,Unit 25,75,2023-07-15,0,2,2
Core,Unit 25,75,2023-08-15,0,2,2
Core,Unit 25,75,2023-09-15,1,0,1
Core,Unit 25,75,2023-10-15,0,1,1
Core,Unit 25,75,2023-11-15,2,0,2
Core,Unit 25,75,2023-12-15,2,1,1
Core,Unit 25,75,2024-01-15,2,0,2
Core,Unit 25,75,2024-02-15,1,1,0
Core,Unit 26,75,2022-03-15,0,2,2
Core,Unit 26,75,2022-04-15,0,1,1
Core,Unit 26,75,2022-05-15,1,0,1
Core,Unit 26,75,2022-06-15,1,0,1
Core,Unit 26,75,2022-07-15,0,2,2
Core,Unit 26,75,2022-08-15,2,1,1
Core,Unit 26,75,2022-09-15,1,0,1
Core,Unit 26,75,2022-10-15,0,2,2
Core,Unit 26,75,2022-11-15,0,2,2
Core,Unit 26,75,2022-12-15,0,2,2
Core,Unit 26,75,2023-01-15,0,2,2
Core,Unit 26,75,2023-02-15,1,0,1
Core,Unit 26,75,2023-03-15,1,0,1
Core,Unit 26,75,2023-04-15,0,2,2
Core,Unit 26,75,2023-05-15,2,0,2
Core,Unit 26,75,2023-06-15,1,0,1
Core,Unit 26,75,2023-07-15,0,2,2
Core,Unit 26,75,2023-08-15,0,2,2
Core,Unit 26,75,2023-09-15,1,0,1
Core,Unit 26,75,2023-10-15,0,2,2
Core,Unit 26,75,2023-11-15,0,2,2
Core,Unit 26,75,2023-12-15,0,2,2
Core,Unit 26,75,2024-01-15,2,2,0
Core,Unit 26,75,2024-02-15,0,0,0
Core,Unit 27,75,2022-03-15,1,1,0
Core,Unit 27,75,2022-04-15,0,2,2
Core,Unit 27,75,2022-05-15,2,0,2
Core,Unit 27,75,2022-06-15,2,0,2
Core,Unit 27,75,2022-07-15,2,1,1
Core,Unit 27,75,2022-08-15,1,0,1
Core,Unit 27,75,2022-09-15,2,1,1
Core,Unit 27,75,2022-10-15,2,1,1
Core,Unit 27,75,2022-11-15,0,2,2
Core,Unit 27,75,2022-12-15,2,1,1
Core,Unit 27,75,2023-01-15,1,0,1
Core,Unit 27,75,2023-02-15,1,0,1
Core,Unit 27,75,2023-03-15,1,0,1
Core,Unit 27,75,2023-04-15,2,1,1
Core,Unit 27,75,2023-05-15,0,2,2
Core,Unit 27,75,2023-06-15,2,1,1
Core,Unit 27,75,2023-07-15,0,2,2
Core,Unit 27,75,2023-08-15,1,0,1
Core,Unit 27,75,2023-09-15,1,0,1
Core,Unit 27,75,2023-10-15,2,1,1
Core,Unit 27,75,2023-11-15,0,1,1
Core,Unit 27,75,2023-12-15,2,1,1
Core,Unit 27,75,2024-01-15,2,2,0
Core,Unit 27,75,2024-02-15,0,0,0
Core,Unit 28,75,2022-03-15,1,0,1
Core,Unit 28,75,2022-04-15,1,0,1
Core,Unit 28,75,2022-05-15,2,1,1
Core,Unit 28,75,2022-06-15,2,1,1
Core,Unit 28,75,2022-07-15,2,2,0
Core,Unit 28,75,2022-08-15,0,2,2
Core,Unit 28,75,2022-09-15,2,0,2
Core,Unit 28,75,2022-10-15,2,1,1
Core,Unit 28,75,2022-11-15,0,0,0
Core,Unit 28,75,2022-12-15,2,1,1
Core,Unit 28,75,2023-01-15,2,0,2
Core,Unit 28,75,2023-02-15,2,0,2
Core,Unit 28,75,2023-03-15,2,0,2
Core,Unit 28,75,2023-04-15,1,0,1
Core,Unit 28,75,2023-05-15,2,0,2
Core,Unit 28,75,2023-06-15,2,0,2
Core,Unit 28,75,2023-07-15,2,1,1
Core,Unit 28,75,2023-08-15,1,0,1
Core,Unit 28,75,2023-09-15,0,1,1
Core,Unit 28,75,2023-10-15,1,1,0
Core,Unit 28,75,2023-11-15,1,0,1
Core,Unit 28,75,2023-12-15,2,1,1
Core,Unit 28,75,2024-01-15,0,1,1
Core,Unit 28,75,2024-02-15,0,0,0
Core,Unit 29,75,2022-03-15,1,0,1
Core,Unit 29,75,2022-04-15,2,0,2
Core,Unit 29,75,2022-05-15,2,0,2
Core,Unit 29,75,2022-06-15,2,1,1
Core,Unit 29,75,2022-07-15,2,0,2
Core,Unit 29,75,2022-08-15,0,1,1
Core,Unit 29,75,2022-09-15,0,2,2
Core,Unit 29,75,2022-10-15,2,0,2
Core,Unit 29,75,2022-11-15,0,2,2
Core,Unit 29,75,2022-12-15,1,0,1
Core,Unit 29,75,2023-01-15,1,0,1
Core,Unit 29,75,2023-02-15,2,1,1
Core,Unit 29,75,2023-03-15,0,1,1
Core,Unit 29,75,2023-04-15,2,0,2
Core,Unit 29,75,2023-05-15,2,0,2
Core,Unit 29,75,2023-06-15,1,0,1
Core,Unit 29,75,2023-07-15,2,0,2
Core,Unit 29,75,2023-08-15,0,0,0
Core,Unit 29,75,2023-09-15,0,2,2
Core,Unit 29,75,2023-10-15,2,0,2
Core,Unit 29,75,2023-11-15,1,0,1
Core,Unit 29,75,2023-12-15,2,2,0
Core,Unit 29,75,2024-01-15,2,2,0
Core,Unit 29,75,2024-02-15,2,2,0
Core,Unit 30,75,2022-03-15,0,2,2
Core,Unit 30,75,2022-04-15,1,0,1
Core,Unit 30,75,2022-05-15,0,2,2
Core,Unit 30,75,2022-06-15,0,1,1
Core,Unit 30,75,2022-07-15,2,0,2
Core,Unit 30,75,2022-08-15,1,0,1
Core,Unit 30,75,2022-09-15,0,2,2
Core,Unit 30,75,2022-10-15,2,1,1
Core,Unit 30,75,2022-11-15,0,2,2
Core,Unit 30,75,2022-12-15,1,0,1
Core,Unit 30,75,2023-01-15,2,1,1
Core,Unit 30,75,2023-02-15,2,0,2
Core,Unit 30,75,2023-03-15,0,2,2
Core,Unit 30,75,2023-04-15,0,1,1
Core,Unit 30,75,2023-05-15,0,2,2
Core,Unit 30,75,2023-06-15,0,2,2
Core,Unit 30,75,2023-07-15,1,1,0
Core,Unit 30,75,2023-08-15,0,2,2
Core,Unit 30,75,2023-09-15,2,0,2
Core,Unit 30,75,2023-10-15,1,0,1
Core,Unit 30,75,2023-11-15,2,0,2
Core,Unit 30,75,2023-12-15,0,2,2
Core,Unit 30,75,2024-01-15,0,2,2
Core,Unit 30,75,2024-02-15,1,1,0
Core,Unit 31,75,2022-03-15,0,2,2
Core,Unit 31,75,2022-04-15,2,1,1
Core,Unit 31,75,2022-05-15,1,0,1
Core,Unit 31,75,2022-06-15,0,1,1
Core,Unit 31,75,2022-07-15,1,0,1
Core,Unit 31,75,2022-08-15,1,0,1
Core,Unit 31,75,2022-09-15,1,0,1
Core,Unit 31,75,2022-10-15,0,2,2
Core,Unit 31,75,2022-11-15,0,1,1
Core,Unit 31,75,2022-12-15,0,2,2
Core,Unit 31,75,2023-01-15,0,2,2
Core,Unit 31,75,2023-02-15,1,0,1
Core,Unit 31,75,2023-03-15,2,1,1
Core,Unit 31,75,2023-04-15,2,1,1
Core,Unit 31,75,2023-05-15,1,1,0
Core,Unit 31,75,2023-06-15,0,0,0
Core,Unit 31,75,2023-07-15,1,0,1
Core,Unit 31,75,2023-08-15,0,2,2
Core,Unit 31,75,2023-09-15,0,2,2
Core,Unit 31,75,2023-10-15,0,1,1
Core,Unit 31,75,2023-11-15,0,0,0
Core,Unit 31,75,2023-12-15,0,1,1
Core,Unit 31,75,2024-01-15,0,0,0
Core,Unit 31,75,2024-02-15,2,2,0
Core,Unit 32,75,2022-03-15,0,0,0
Core,Unit 32,75,2022-04-15,1,0,1
Core,Unit 32,75,2022-05-15,0,1,1
Core,Unit 32,75,2022-06-15,1,0,1
Core,Unit 32,75,2022-07-15,0,2,2
Core,Unit 32,75,2022-08-15,1,0,1
Core,Unit 32,75,2022-09-15,0,1,1
Core,Unit 32,75,2022-10-15,1,1,0
Core,Unit 32,75,2022-11-15,2,0,2
Core,Unit 32,75,2022-12-15,0,1,1
Core,Unit 32,75,2023-01-15,2,1,1
Core,Unit 32,75,2023-02-15,1,0,1
Core,Unit 32,75,2023-03-15,0,2,2
Core,Unit 32,75,2023-04-15,1,0,1
Core,Unit 32,75,2023-05-15,2,0,2
Core,Unit 32,75,2023-06-15,0,1,1
Core,Unit 32,75,2023-07-15,1,0,1
Core,Unit 32,75,2023-08-15,2,0,2
Core,Unit 32,75,2023-09-15,2,1,1
Core,Unit 32,75,2023-10-15,2,1,1
Core,Unit 32,75,2023-11-15,2,2,0
Core,Unit 32,75,2023-12-15,2,1,1
Core,Unit 32,75,2024-01-15,2,0,2
Core,Unit 32,75,2024-02-15,0,0,0
Core,Unit 33,75,2022-03-15,1,0,1
Core,Unit 33,75,2022-04-15,0,1,1
Core,Unit 33,75,2022-05-15,1,0,1
Core,Unit 33,75,2022-06-15,1,0,1
Core,Unit 33,75,2022-07-15,0,0,0
Core,Unit 33,75,2022-08-15,2,0,2
Core,Unit 33,75,2022-09-15,2,0,2
Core,Unit 33,75,2022-10-15,0,2,2
Core,Unit 33,75,2022-11-15,1,0,1
Core,Unit 33,75,2022-12-15,0,1,1
Core,Unit 33,75,2023-01-15,1,0,1
Core,Unit 33,75,2023-02-15,1,0,1
Core,Unit 33,75,2023-03-15,0,2,2
Core,Unit 33,75,2023-04-15,0,2,2
Core,Unit 33,75,2023-05-15,0,2,2
Core,Unit 33,75,2023-06-15,0,2,2
Core,Unit 33,75,2023-07-15,2,0,2
Core,Unit 33,75,2023-08-15,2,1,1
Core,Unit 33,75,2023-09-15,1,1,0
Core,Unit 33,75,2023-10-15,0,2,2
Core,Unit 33,75,2023-11-15,1,1,0
Core,Unit 33,75,2023-12-15,1,1,0
Core,Unit 33,75,2024-01-15,2,2,0
Core,Unit 33,75,2024-02-15,0,0,0
Core,Unit 34,75,2022-03-15,0,2,2
Core,Unit 34,75,2022-04-15,2,1,1
Core,Unit 34,75,2022-05-15,2,0,2
Core,Unit 34,75,2022-06-15,2,2,0
Core,Unit 34,75,2022-07-15,2,0,2
Core,Unit 34,75,2022-08-15,1,0,1
Core,Unit 34,75,2022-09-15,2,2,0
Core,Unit 34,75,2022-10-15,0,2,2
Core,Unit 34,75,2022-11-15,1,0,1
Core,Unit 34,75,2022-12-15,2,1,1
Core,Unit 34,75,2023-01-15,0,2,2
Core,Unit 34,75,2023-02-15,2,0,2
Core,Unit 34,75,2023-03-15,1,0,1
Core,Unit 34,75,2023-04-15,0,2,2
Core,Unit 34,75,2023-05-15,1,0,1
Core,Unit 34,75,2023-06-15,1,0,1
Core,Unit 34,75,2023-07-15,2,0,2
Core,Unit 34,75,2023-08-15,2,0,2
Core,Unit 34,75,2023-09-15,2,0,2
Core,Unit 34,75,2023-10-15,2,0,2
Core,Unit 34,75,2023-11-15,1,0,1
Core,Unit 34,75,2023-12-15,1,0,1
Core,Unit 34,75,2024-01-15,2,2,0
Core,Unit 34,75,2024-02-15,0,0,0
Core,Unit 35,75,2022-03-15,2,0,2
Core,Unit 35,75,2022-04-15,2,0,2
Core,Unit 35,75,2022-05-15,0,1,1
Core,Unit 35,75,2022-06-15,1,0,1
Core,Unit 35,75,2022-07-15,1,1,0
Core,Unit 35,75,2022-08-15,2,0,2
Core,Unit 35,75,2022-09-15,2,1,1
Core,Unit 35,75,2022-10-15,1,0,1
Core,Unit 35,75,2022-11-15,0,2,2
Core,Unit 35,75,2022-12-15,0,2,2
Core,Unit 35,75,2023-01-15,1,0,1
Core,Unit 35,75,2023-02-15,2,0,2
Core,Unit 35,75,2023-03-15,2,0,2
Core,Unit 35,75,2023-04-15,2,0,2
Core,Unit 35,75,2023-05-15,2,0,2
Core,Unit 35,75,2023-06-15,2,0,2
Core,Unit 35,75,2023-07-15,1,0,1
Core,Unit 35,75,2023-08-15,0,2,2
Core,Unit 35,75,2023-09-15,0,1,1
Core,Unit 35,75,2023-10-15,1,0,1
Core,Unit 35,75,2023-11-15,0,1,1
Core,Unit 35,75,2023-12-15,2,2,0
Core,Unit 35,75,2024-01-15,0,0,0
Core,Unit 35,75,2024-02-15,1,1,0
Core,Unit 36,75,2022-03-15,1,0,1
Core,Unit 36,75,2022-04-15,1,0,1
Core,Unit 36,75,2022-05-15,0,2,2
Core,Unit 36,75,2022-06-15,1,0,1
Core,Unit 36,75,2022-07-15,1,0,1
Core,Unit 36,75,2022-08-15,2,0,2
Core,Unit 36,75,2022-09-15,1,0,1
Core,Unit 36,75,2022-10-15,0,2,2
Core,Unit 36,75,2022-11-15,0,1,1
Core,Unit 36,75,2022-12-15,0,0,0
Core,Unit 36,75,2023-01-15,2,1,1
Core,Unit 36,75,2023-02-15,2,1,1
Core,Unit 36,75,2023-03-15,2,1,1
Core,Unit 36,75,2023-04-15,0,2,2
Core,Unit 36,75,2023-05-15,0,2,2
Core,Unit 36,75,2023-06-15,1,0,1
Core,Unit 36,75,2023-07-15,0,1,1
Core,Unit 36,75,2023-08-15,0,2,2
Core,Unit 36,75,2023-09-15,0,2,2
Core,Unit 36,75,2023-10-15,2,1,1
Core,Unit 36,75,2023-11-15,0,2,2
Core,Unit 36,75,2023-12-15,1,0,1
Core,Unit 36,75,2024-01-15,0,2,2
Core,Unit 36,75,2024-02-15,0,0,0
Core,Unit 37,75,2022-03-15,2,0,2
Core,Unit 37,75,2022-04-15,2,0,2
Core,Unit 37,75,2022-05-15,0,2,2
Core,Unit 37,75,2022-06-15,2,1,1
Core,Unit 37,75,2022-07-15,0,1,1
Core,Unit 37,75,2022-08-15,0,2,2
Core,Unit 37,75,2022-09-15,2,0,2
Core,Unit 37,75,2022-10-15,2,0,2
Core,Unit 37,75,2022-11-15,2,0,2
Core,Unit 37,75,2022-12-15,0,2,2
Core,Unit 37,75,2023-01-15,0,1,1
Core,Unit 37,75,2023-02-15,1,0,1
Core,Unit 37,75,2023-03-15,2,0,2
Core,Unit 37,75,2023-04-15,0,0,0
Core,Unit 37,75,2023-05-15,1,0,1
Core,Unit 37,75,2023-06-15,0,1,1
Core,Unit 37,75,2023-07-15,2,0,2
Core,Unit 37,75,2023-08-15,1,0,1
Core,Unit 37,75,2023-09-15,2,1,1
Core,Unit 37,75,2023-10-15,1,0,1
Core,Unit 37,75,2023-11-15,2,2,0
Core,Unit 37,75,2023-12-15,0,0,0
Core,Unit 37,75,2024-01-15,2,2,0
Core,Unit 37,75,2024-02-15,2,2,0
Core,Unit 38,75,2022-03-15,2,1,1
Core,Unit 38,75,2022-04-15,1,0,1
Core,Unit 38,75,2022-05-15,2,1,1
Core,Unit 38,75,2022-06-15,0,2,2
Core,Unit 38,75,2022-07-15,1,1,0
Core,Unit 38,75,2022-08-15,1,0,1
Core,Unit 38,75,2022-09-15,1,0,1
Core,Unit 38,75,2022-10-15,2,2,0
Core,Unit 38,75,2022-11-15,0,1,1
Core,Unit 38,75,2022-12-15,0,2,2
Core,Unit 38,75,2023-01-15,1,0,1
Core,Unit 38,75,2023-02-15,0,1,1
Core,Unit 38,75,2023-03-15,2,0,2
Core,Unit 38,75,2023-04-15,1,0,1
Core,Unit 38,75,2023-05-15,2,0,2
Core,Unit 38,75,2023-06-15,0,2,2
Core,Unit 38,75,2023-07-15,2,0,2
Core,Unit 38,75,2023-08-15,2,1,1
Core,Unit 38,75,2023-09-15,2,0,2
Core,Unit 38,75,2023-10-15,1,0,1
Core,Unit 38,75,2023-11-15,1,0,1
Core,Unit 38,75,2023-12-15,2,1,1
Core,Unit 38,75,2024-01-15,2,2,0
Core,Unit 38,75,2024-02-15,0,0,0
Core,Unit 39,75,2022-03-15,1,0,1
Core,Unit 39,75,2022-04-15,2,0,2
Core,Unit 39,75,2022-05-15,2,0,2
Core,Unit 39,75,2022-06-15,1,0,1
Core,Unit 39,75,2022-07-15,2,0,2
Core,Unit 39,75,2022-08-15,2,0,2
Core,Unit 39,75,2022-09-15,2,1,1
Core,Unit 39,75,2022-10-15,1,0,1
Core,Unit 39,75,2022-11-15,2,0,2
Core,Unit 39,75,2022-12-15,2,0,2
Core,Unit 39,75,2023-01-15,0,2,2
Core,Unit 39,75,2023-02-15,1,0,1
Core,Unit 39,75,2023-03-15,0,1,1
Core,Unit 39,75,2023-04-15,0,0,0
Core,Unit 39,75,2023-05-15,0,0,0
Core,Unit 39,75,2023-06-15,1,0,1
Core,Unit 39,75,2023-07-15,1,0,1
Core,Unit 39,75,2023-08-15,0,2,2
Core,Unit 39,75,2023-09-15,0,0,0
Core,Unit 39,75,2023-10-15,0,1,1
Core,Unit 39,75,2023-11-15,1,0,1
Core,Unit 39,75,2023-12-15,2,2,0
Core,Unit 39,75,2024-01-15,1,0,1
Core,Unit 39,75,2024-02-15,2,2,0
Core,Unit 40,75,2022-03-15,0,2,2
Core,Unit 40,75,2022-04-15,2,1,1
Core,Unit 40,75,2022-05-15,0,2,2
Core,Unit 40,75,2022-06-15,2,0,2
Core,Unit 40,75,2022-07-15,2,0,2
Core,Unit 40,75,2022-08-15,1,0,1
Core,Unit 40,75,2022-09-15,1,0,1
Core,Unit 40,75,2022-10-15,0,1,1
Core,Unit 40,75,2022-11-15,1,0,1
Core,Unit 40,75,2022-12-15,2,0,2
Core,Unit 40,75,2023-01-15,1,0,1
Core,Unit 40,75,2023-02-15,1,0,1
Core,Unit 40,75,2023-03-15,1,0,1
Core,Unit 40,75,2023-04-15,2,2,0
Core,Unit 40,75,2023-05-15,2,2,0
Core,Unit 40,75,2023-06-15,2,1,1
Core,Unit 40,75,2023-07-15,1,0,1
Core,Unit 40,75,2023-08-15,1,0,1
Core,Unit 40,75,2023-09-15,0,1,1
Core,Unit 40,75,2023-10-15,2,0,2
Core,Unit 40,75,2023-11-15,2,0,2
Core,Unit 40,75,2023-12-15,2,1,1
Core,Unit 40,75,2024-01-15,1,1,0
Core,Unit 40,75,2024-02-15,1,1,0
Core,Unit 41,75,2022-03-15,0,2,2
Core,Unit 41,75,2022-04-15,2,1,1
Core,Unit 41,75,2022-05-15,1,0,1
Core,Unit 41,75,2022-06-15,2,0,2
Core,Unit 41,75,2022-07-15,0,2,2
Core,Unit 41,75,2022-08-15,2,1,1
Core,Unit 41,75,2022-09-15,2,0,2
Core,Unit 41,75,2022-10-15,1,0,1
Core,Unit 41,75,2022-11-15,2,0,2
Core,Unit 41,75,2022-12-15,1,0,1
Core,Unit 41,75,2023-01-15,2,0,2
Core,Unit 41,75,2023-02-15,0,1,1
Core,Unit 41,75,2023-03-15,2,0,2
Core,Unit 41,75,2023-04-15,2,1,1
Core,Unit 41,75,2023-05-15,1,0,1
Core,Unit 41,75,2023-06-15,2,2,0
Core,Unit 41,75,2023-07-15,0,2,2
Core,Unit 41,75,2023-08-15,0,1,1
Core,Unit 41,75,2023-09-15,1,0,1
Core,Unit 41,75,2023-10-15,0,1,1
Core,Unit 41,75,2023-11-15,0,0,0
Core,Unit 41,75,2023-12-15,0,1,1
Core,Unit 41,75,2024-01-15,2,2,0
Core,Unit 41,75,2024-02-15,0,0,0
Core,Unit 42,75,2022-03-15,0,1,1
Core,Unit 42,75,2022-04-15,0,1,1
Core,Unit 42,75,2022-05-15,1,0,1
Core,Unit 42,75,2022-06-15,1,0,1
Core,Unit 42,75,2022-07-15,1,0,1
Core,Unit 42,75,2022-08-15,2,0,2
Core,Unit 42,75,2022-09-15,2,0,2
Core,Unit 42,75,2022-10-15,2,1,1
Core,Unit 42,75,2022-11-15,1,0,1
Core,Unit 42,75,2022-12-15,0,2,2
Core,Unit 42,75,2023-01-15,2,1,1
Core,Unit 42,75,2023-02-15,0,1,1
Core,Unit 42,75,2023-03-15,0,2,2
Core,Unit 42,75,2023-04-15,0,0,0
Core,Unit 42,75,2023-05-15,0,1,1
Core,Unit 42,75,2023-06-15,0,2,2
Core,Unit 42,75,2023-07-15,0,2,2
Core,Unit 42,75,2023-08-15,0,0,0
Core,Unit 42,75,2023-09-15,1,0,1
Core,Unit 42,75,2023-10-15,2,0,2
Core,Unit 42,75,2023-11-15,2,1,1
Core,Unit 42,75,2023-12-15,1,0,1
Core,Unit 42,75,2024-01-15,1,0,1
Core,Unit 42,75,2024-02-15,1,1,0
Core,Unit 43,75,2022-03-15,1,0,1
Core,Unit 43,75,2022-04-15,0,1,1
Core,Unit 43,75,2022-05-15,2,0,2
Core,Unit 43,75,2022-06-15,0,2,2
Core,Unit 43,75,2022-07-15,2,2,0
Core,Unit 43,75,2022-08-15,1,1,0
Core,Unit 43,75,2022-09-15,1,0,1
Core,Unit 43,75,2022-10-15,2,1,1
Core,Unit 43,75,2022-11-15,2,0,2
Core,Unit 43,75,2022-12-15,1,0,1
Core,Unit 43,75,2023-01-15,0,2,2
Core,Unit 43,75,2023-02-15,1,0,1
Core,Unit 43,75,2023-03-15,2,0,2
Core,Unit 43,75,2023-04-15,2,1,1
Core,Unit 43,75,2023-05-15,1,1,0
Core,Unit 43,75,2023-06-15,2,0,2
Core,Unit 43,75,2023-07-15,1,0,1
Core,Unit 43,75,2023-08-15,1,1,0
Core,Unit 43,75,2023-09-15,1,0,1
Core,Unit 43,75,2023-10-15,1,0,1
Core,Unit 43,75,2023-11-15,1,1,0
Core,Unit 43,75,2023-12-15,2,2,0
Core,Unit 43,75,2024-01-15,2,0,2
Core,Unit 43,75,2024-02-15,1,1,0
Core,Unit 44,75,2022-03-15,0,2,2
Core,Unit 44,75,2022-04-15,0,1,1
Core,Unit 44,75,2022-05-15,0,2,2
Core,Unit 44,75,2022-06-15,2,0,2
Core,Unit 44,75,2022-07-15,1,0,1
Core,Unit 44,75,2022-08-15,0,2,2
Core,Unit 44,75,2022-09-15,1,0,1
Core,Unit 44,75,2022-10-15,1,0,1
Core,Unit 44,75,2022-11-15,0,1,1
Core,Unit 44,75,2022-12-15,0,2,2
Core,Unit 44,75,2023-01-15,2,0,2
Core,Unit 44,75,2023-02-15,1,0,1
Core,Unit 44,75,2023-03-15,0,2,2
Core,Unit 44,75,2023-04-15,0,2,2
Core,Unit 44,75,2023-05-15,2,1,1
Core,Unit 44,75,2023-06-15,2,0,2
Core,Unit 44,75,2023-07-15,0,2,2
Core,Unit 44,75,2023-08-15,0,0,0
Core,Unit 44,75,2023-09-15,2,0,2
Core,Unit 44,75,2023-10-15,0,2,2
Core,Unit 44,75,2023-11-15,1,0,1
Core,Unit 44,75,2023-12-15,1,0,1
Core,Unit 44,75,2024-01-15,1,1,0
Core,Unit 44,75,2024-02-15,2,2,0
Core,Unit 45,75,2022-03-15,1,0,1
Core,Unit 45,75,2022-04-15,1,0,1
Core,Unit 45,75,2022-05-15,2,0,2
Core,Unit 45,75,2022-06-15,0,2,2
Core,Unit 45,75,2022-07-15,2,1,1
Core,Unit 45,75,2022-08-15,2,1,1
Core,Unit 45,75,2022-09-15,0,0,0
Core,Unit 45,75,2022-10-15,2,1,1
Core,Unit 45,75,2022-11-15,2,1,1
Core,Unit 45,75,2022-12-15,1,0,1
Core,Unit 45,75,2023-01-15,0,1,1
Core,Unit 45,75,2023-02-15,2,1,1
Core,Unit 45,75,2023-03-15,1,0,1
Core,Unit 45,75,2023-04-15,1,0,1
Core,Unit 45,75,2023-05-15,0,1,1
Core,Unit 45,75,2023-06-15,0,2,2
Core,Unit 45,75,2023-07-15,1,0,1
Core,Unit 45,75,2023-08-15,0,2,2
Core,Unit 45,75,2023-09-15,0,2,2
Core,Unit 45,75,2023-10-15,0,0,0
Core,Unit 45,75,2023-11-15,0,2,2
Core,Unit 45,75,2023-12-15,0,0,0
Core,Unit 45,75,2024-01-15,1,0,1
Core,Unit 45,75,2024-02-15,0,0,0
Core,Unit 46,75,2022-03-15,2,1,1
Core,Unit 46,75,2022-04-15,1,0,1
Core,Unit 46,75,2022-05-15,1,1,0
Core,Unit 46,75,2022-06-15,0,2,2
Core,Unit 46,75,2022-07-15,2,1,1
Core,Unit 46,75,2022-08-15,0,2,2
Core,Unit 46,75,2022-09-15,0,2,2
Core,Unit 46,75,2022-10-15,0,1,1
Core,Unit 46,75,2022-11-15,0,2,2
Core,Unit 46,75,2022-12-15,2,0,2
Core,Unit 46,75,2023-01-15,1,0,1
Core,Unit 46,75,2023-02-15,1,0,1
Core,Unit 46,75,2023-03-15,2,1,1
Core,Unit 46,75,2023-04-15,0,2,2
Core,Unit 46,75,2023-05-15,0,2,2
Core,Unit 46,75,2023-06-15,0,2,2
Core,Unit 46,75,2023-07-15,0,1,1
Core,Unit 46,75,2023-08-15,1,0,1
Core,Unit 46,75,2023-09-15,1,0,1
Core,Unit 46,75,2023-10-15,0,0,0
Core,Unit 46,75,2023-11-15,0,1,1
Core,Unit 46,75,2023-12-15,1,0,1
Core,Unit 46,75,2024-01-15,1,1,0
Core,Unit 46,75,2024-02-15,1,1,0
Core,Unit 47,75,2022-03-15,1,1,0
Core,Unit 47,75,2022-04-15,0,1,1
Core,Unit 47,75,2022-05-15,1,0,1
Core,Unit 47,75,2022-06-15,0,1,1
Core,Unit 47,75,2022-07-15,1,0,1
Core,Unit 47,75,2022-08-15,1,0,1
Core,Unit 47,75,2022-09-15,2,0,2
Core,Unit 47,75,2022-10-15,0,0,0
Core,Unit 47,75,2022-11-15,2,0,2
Core,Unit 47,75,2022-12-15,2,0,2
Core,Unit 47,75,2023-01-15,0,1,1
Core,Unit 47,75,2023-02-15,1,0,1
Core,Unit 47,75,2023-03-15,0,2,2
Core,Unit 47,75,2023-04-15,0,2,2
Core,Unit 47,75,2023-05-15,1,0,1
Core,Unit 47,75,2023-06-15,2,0,2
Core,Unit 47,75,2023-07-15,2,0,2
Core,Unit 47,75,2023-08-15,2,0,2
Core,Unit 47,75,2023-09-15,0,1,1
Core,Unit 47,75,2023-10-15,0,2,2
Core,Unit 47,75,2023-11-15,2,2,0
Core,Unit 47,75,2023-12-15,0,1,1
Core,Unit 47,75,2024-01-15,1,0,1
Core,Unit 47,75,2024-02-15,1,1,0
Core,Unit 48,75,2022-03-15,1,0,1
Core,Unit 48,75,2022-04-15,1,0,1
Core,Unit 48,75,2022-05-15,2,0,2
Core,Unit 48,75,2022-06-15,0,1,1
Core,Unit 48,75,2022-07-15,0,1,1
Core,Unit 48,75,2022-08-15,0,2,2
Core,Unit 48,75,2022-09-15,2,0,2
Core,Unit 48,75,2022-10-15,1,0,1
Core,Unit 48,75,2022-11-15,1,1,0
Core,Unit 48,75,2022-12-15,0,2,2
Core,Unit 48,75,2023-01-15,1,0,1
Core,Unit 48,75,2023-02-15,0,2,2
Core,Unit 48,75,2023-03-15,0,0,0
Core,Unit 48,75,2023-04-15,2,1,1
Core,Unit 48,75,2023-05-15,1,0,1
Core,Unit 48,75,2023-06-15,2,0,2
Core,Unit 48,75,2023-07-15,2,1,1
Core,Unit 48,75,2023-08-15,0,2,2
Core,Unit 48,75,2023-09-15,1,0,1
Core,Unit 48,75,2023-10-15,1,0,1
Core,Unit 48,75,2023-11-15,0,1,1
Core,Unit 48,75,2023-12-15,1,0,1
Core,Unit 48,75,2024-01-15,2,0,2
Core,Unit 48,75,2024-02-15,1,1,0
Core,Unit 49,75,2022-03-15,2,1,1
Core,Unit 49,75,2022-04-15,1,0,1
Core,Unit 49,75,2022-05-15,2,0,2
Core,Unit 49,75,2022-06-15,0,2,2
Core,Unit 49,75,2022-07-15,0,1,1
Core,Unit 49,75,2022-08-15,0,2,2
Core,Unit 49,75,2022-09-15,1,0,1
Core,Unit 49,75,2022-10-15,2,0,2
Core,Unit 49,75,2022-11-15,2,0,2
