Field Comm,Delta,Reporting Unit,Location,Capability,Component,Squadron Type,Mission,Task Number,Task Title,Task Full Name,MET Display Title,,MET Analytics Series,MET Analytics Code,MET Analytics Name,MET Analytics Sort,MET Measure Full Name,Measure,Criteria Met,REMARK
SPOC,Delta 4,0006 SPACE WARNING SQ 0000,Cape Cod Space Force Station,5SMGA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0441,Installation,10,F0441 - Receives adequate vehicle support to meet mission requirements, Receives adequate vehicle support to meet mission requirements,Y,
SPOC,Delta 4,0006 SPACE WARNING SQ 0000,Cape Cod Space Force Station,5SMGA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0600,Installation,10,F0600 - Receives adequate communications support to meet mission requirements, Receives adequate communications support to meet mission requirements,Y,
SPOC,Delta 4,0006 SPACE WARNING SQ 0000,Cape Cod Space Force Station,5SMGA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0601,Installation,10,F0601 - Receives adequate NIPR / SIPR / JWICS equipment and account support to meet mission requirements, Receives adequate NIPR / SIPR / JWICS equipment and account support to meet mission requirements,Y,
SPOC,Delta 4,0006 SPACE WARNING SQ 0000,Cape Cod Space Force Station,5SMGA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0602,Installation,10,F0602 - Receives adequate cyber defense support to meet mission requirements, Receives adequate cyber defense support to meet mission requirements,Y,
SPOC,Delta 4,0006 SPACE WARNING SQ 0000,Cape Cod Space Force Station,5SMGA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0900,Installation,10,F0900 - Receives adequate medical support to meet mission requirements, Receives adequate medical support to meet mission requirements,Y,
SPOC,Delta 4,0006 SPACE WARNING SQ 0000,Cape Cod Space Force Station,5SMGA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0910,Installation,10,F0910 - Are support agreements with outside agencies current and adequate to meet mission requirements, Are support agreements with outside agencies current and adequate to meet mission requirements,Y,
SPOC,Delta 4,0006 SPACE WARNING SQ 0000,Cape Cod Space Force Station,5SMGA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0421,Installation,10,F0421 - Receives adequate fire and emergency services support to meet mission requirements, Receives adequate fire and emergency services support to meet mission requirements,N,"F0421 - The facility's location is remote, making it difficult for emergency services to arrive quickly."
SPOC,Delta 4,0006 SPACE WARNING SQ 0000,Cape Cod Space Force Station,5SMGA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0450,Installation,10,F0450 - Receives adequate security and force protection support to meet mission requirements, Receives adequate security and force protection support to meet mission requirements,N,F0450 - Inadequate contingency planning for force protection scenarios is affecting readiness and response capabilities
SPOC,Delta 4,0006 SPACE WARNING SQ 0000,Cape Cod Space Force Station,5SMGA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0930,Installation,10,F0930 - Receives adequate funding for facility requirements,Receives adequate funding for facility requirements,Y,
SPOC,Delta 4,0006 SPACE WARNING SQ 0000,Cape Cod Space Force Station,5SMGA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0940,Installation,10,F0940 - Receives adequate legal office support to meet mission requirements,Receives adequate legal office support to meet mission requirements,Y,
SPOC,Delta 4,0006 SPACE WARNING SQ 0000,Cape Cod Space Force Station,5SMGA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0950,Installation,10,F0950 - Receives adequate chaplain support to meet mission requirements,Receives adequate chaplain support to meet mission requirements,N,F0950 - Budget constraints limiting chaplaincy programs.
SPOC,Delta 4,0006 SPACE WARNING SQ 0000,Cape Cod Space Force Station,5SMGA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0960,Installation,10,F0960 - Receives adequate mental health support to meet mission requirements,Receives adequate mental health support to meet mission requirements,Y,
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFSN 3.4.3.1,Generate and Disseminate Missile Defense Sensor Data,SFSN 3.4.3.1 - Generate and Disseminate Missile Defense Sensor Data,Generate and Disseminate Missile Defense Sensor Data,,E,E016,Threat Environment and Threat Matrix for CAF units,6,E016 - Of Threat Environments (1 - 5) which this task can be accomplished,Of Threat Environments (1 - 5) which this task can be accomplished,N,E016 - Standards related to Of Threat Environments (1 - 5) which this task can be accomplished are met or exceeded. This specifically pertains to the measure: 'Of Threat Environments (1 - 5) which this task can be accomplished'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFTA 7.4.2.1,Training and Crew Force Management,SFTA 7.4.2.1 - Training and Crew Force Management,Training and Crew Force Management,,E,E016,Threat Environment and Threat Matrix for CAF units,6,E016 - Of Threat Environments (1 - 5) which this task can be accomplished,Of Threat Environments (1 - 5) which this task can be accomplished,N,E016 - Standards related to Of Threat Environments (1 - 5) which this task can be accomplished are met or exceeded. This specifically pertains to the measure: 'Of Threat Environments (1 - 5) which this task can be accomplished'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Reserve,Force Generation,Core,SFSN 3.4.2.1,"Generate, Disseminate, and Report  Missile Warning Sensor Data","SFSN 3.4.2.1 - Generate, Disseminate, and Report  Missile Warning Sensor Data","Generate, Disseminate, and Report  Missile Warning Sensor Data",,P,P012,Personnel,1,P012 - Of crew force personnel trained for endurable combat operations and contingency operations,Of crew force personnel trained for endurable combat operations and contingency operations,Y,P012 - Additional personnel resources are needed to meet operational demands. This specifically pertains to the measure: 'Of crew force personnel trained for endurable combat operations and contingency operations'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFSN 3.4.3.1,Generate and Disseminate Missile Defense Sensor Data,SFSN 3.4.3.1 - Generate and Disseminate Missile Defense Sensor Data,Generate and Disseminate Missile Defense Sensor Data,,P,P012,Personnel,1,P012 - Of crew force personnel trained for endurable combat operations and contingency operations,Of crew force personnel trained for endurable combat operations and contingency operations,Y,P012 - Additional personnel resources are needed to meet operational demands. This specifically pertains to the measure: 'Of crew force personnel trained for endurable combat operations and contingency operations'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFTA 3.5.2.6.2.1,Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,SFTA 3.5.2.6.2.1 - Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,,P,P012,Personnel,1,P012 - Of crew force personnel trained for endurable combat operations and contingency operations,Of crew force personnel trained for endurable combat operations and contingency operations,Y,P012 - Additional personnel resources are needed to meet operational demands. This specifically pertains to the measure: 'Of crew force personnel trained for endurable combat operations and contingency operations'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFSN 3.4.2.1,"Generate, Disseminate, and Report  Missile Warning Sensor Data","SFSN 3.4.2.1 - Generate, Disseminate, and Report  Missile Warning Sensor Data","Generate, Disseminate, and Report  Missile Warning Sensor Data",,P,P013,Personnel,1,P013 - Of crew force personnel trained to disseminate missile warning information,Of crew force personnel trained to disseminate missile warning information,Y,Personnel readiness ensures seamless operational performance. This specifically pertains to the measure: 'Of crew force personnel trained to disseminate missile warning information'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFTA 7.4.2.1,Training and Crew Force Management,SFTA 7.4.2.1 - Training and Crew Force Management,Training and Crew Force Management,,T,T059,Training,2,T059 - Provide operator difference training,Provide operator difference training,Y,"Training standards exceed expectations, promoting operational success. This specifically pertains to the measure: 'Provide operator difference training'."
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFSN 3.4.2.1,"Generate, Disseminate, and Report  Missile Warning Sensor Data","SFSN 3.4.2.1 - Generate, Disseminate, and Report  Missile Warning Sensor Data","Generate, Disseminate, and Report  Missile Warning Sensor Data",,S,S001,Equipment On-Hand,3,S001 - Of critical spares on hand for thinline requirements,Of critical spares on hand for thinline requirements,Y,F0430 - Misalignment of mission objectives and facility capabilities is creating operational gaps.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Guard,Force Generation,Core,SFTA 3.5.2.6.2.1,Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,SFTA 3.5.2.6.2.1 - Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,,E,E013,Threat Environment and Threat Matrix for CAF units,6,E013 - Of Threat Environments (1 - 5) under which this task can be accomplished,Of Threat Environments (1 - 5) under which this task can be accomplished,Y,Standards related to Of Threat Environments (1 - 5) under which this task can be accomplished are met or exceeded. This specifically pertains to the measure: 'Of Threat Environments (1 - 5) under which this task can be accomplished'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFTA 3.5.2.6.2.1,Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,SFTA 3.5.2.6.2.1 - Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,,X,X004,Other functional based standards,13,X004 - Provides or receives adequate security and force protection in support of designated protection levels,Provides or receives adequate security and force protection in support of designated protection levels,Y,Standards related to Provides or receives adequate security and force protection in support of designated protection levels are met or exceeded. This specifically pertains to the measure: 'Provides or receives adequate security and force protection in support of designated protection levels'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFSN 3.4.2.1,"Generate, Disseminate, and Report  Missile Warning Sensor Data","SFSN 3.4.2.1 - Generate, Disseminate, and Report  Missile Warning Sensor Data","Generate, Disseminate, and Report  Missile Warning Sensor Data",,X,X088,Other functional based standards,13,X088 - Communicate and report with tasking authorities at all necessary classification levels,Communicate and report with tasking authorities at all necessary classification levels,Y,X088 - Standards related to Communicate and report with tasking authorities at all necessary classification levels are met or exceeded. This specifically pertains to the measure: 'Communicate and report with tasking authorities at all necessary classification levels'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFSN 3.4.3.1,Generate and Disseminate Missile Defense Sensor Data,SFSN 3.4.3.1 - Generate and Disseminate Missile Defense Sensor Data,Generate and Disseminate Missile Defense Sensor Data,,X,X088,Other functional based standards,13,X088 - Communicate and report with tasking authorities at all necessary classification levels,Communicate and report with tasking authorities at all necessary classification levels,Y,X088 - Standards related to Communicate and report with tasking authorities at all necessary classification levels are met or exceeded. This specifically pertains to the measure: 'Communicate and report with tasking authorities at all necessary classification levels'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFSN 3.4.2.1,"Generate, Disseminate, and Report  Missile Warning Sensor Data","SFSN 3.4.2.1 - Generate, Disseminate, and Report  Missile Warning Sensor Data","Generate, Disseminate, and Report  Missile Warning Sensor Data",,X,X089,Other functional based standards,13,X089 - Communicate mission requirements/taskings with coalition partners at all necessary classification levels,Communicate mission requirements/taskings with coalition partners at all necessary classification levels,Y,Standards related to Communicate mission requirements/taskings with coalition partners at all necessary classification levels are met or exceeded. This specifically pertains to the measure: 'Communicate mission requirements/taskings with coalition partners at all necessary classification levels'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFTA 3.5.2.6.2.1,Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,SFTA 3.5.2.6.2.1 - Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,,X,X089,Other functional based standards,13,X089 - Communicate mission requirements/taskings with coalition partners at all necessary classification levels,Communicate mission requirements/taskings with coalition partners at all necessary classification levels,Y,Standards related to Communicate mission requirements/taskings with coalition partners at all necessary classification levels are met or exceeded. This specifically pertains to the measure: 'Communicate mission requirements/taskings with coalition partners at all necessary classification levels'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFTA 3.5.2.6.2.1,Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,SFTA 3.5.2.6.2.1 - Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,,X,X128,Other functional based standards,13,"X128 - Detect, track, identify cataloged and uncorrelated space objects IAW tasking authority","Detect, track, identify cataloged and uncorrelated space objects IAW tasking authority",Y,"X128 - Standards related to Detect, track, identify cataloged and uncorrelated space objects IAW tasking authority are met or exceeded. This specifically pertains to the measure: 'Detect, track, identify cataloged and uncorrelated space objects IAW tasking authority'."
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Reserve,Force Generation,Core,SFTA 3.5.2.6.2.1,Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,SFTA 3.5.2.6.2.1 - Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,,X,X170,Other functional based standards,13,X170 - Funding and resources available for contract support,Funding and resources available for contract support,Y,Standards related to Funding and resources available for contract support are met or exceeded. This specifically pertains to the measure: 'Funding and resources available for contract support'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFSN 3.4.2.1,"Generate, Disseminate, and Report  Missile Warning Sensor Data","SFSN 3.4.2.1 - Generate, Disseminate, and Report  Missile Warning Sensor Data","Generate, Disseminate, and Report  Missile Warning Sensor Data",,X,X250,Other functional based standards,13,X250 - M11- Receive Wpn Sys Sustainment deficiency rectification IAW HHQ guidance,M11- Receive Wpn Sys Sustainment deficiency rectification IAW HHQ guidance,Y,Standards related to M11- Receive Wpn Sys Sustainment deficiency rectification IAW HHQ guidance are met or exceeded. This specifically pertains to the measure: 'M11- Receive Wpn Sys Sustainment deficiency rectification IAW HHQ guidance'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFSN 3.4.2.1,"Generate, Disseminate, and Report  Missile Warning Sensor Data","SFSN 3.4.2.1 - Generate, Disseminate, and Report  Missile Warning Sensor Data","Generate, Disseminate, and Report  Missile Warning Sensor Data",,X,X277,Other functional based standards,13,X277 - Of accurate information disseminated,Of accurate information disseminated,Y,Standards related to Of accurate information disseminated are met or exceeded. This specifically pertains to the measure: 'Of accurate information disseminated'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Guard,Force Generation,Core,SFSN 3.4.3.1,Generate and Disseminate Missile Defense Sensor Data,SFSN 3.4.3.1 - Generate and Disseminate Missile Defense Sensor Data,Generate and Disseminate Missile Defense Sensor Data,,X,X301,Other functional based standards,13,X301 - Of mission essential infrastructure that is HEMP hardened,Of mission essential infrastructure that is HEMP hardened,Y,Standards related to Of mission essential infrastructure that is HEMP hardened are met or exceeded. This specifically pertains to the measure: 'Of mission essential infrastructure that is HEMP hardened'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFSN 3.4.2.1,"Generate, Disseminate, and Report  Missile Warning Sensor Data","SFSN 3.4.2.1 - Generate, Disseminate, and Report  Missile Warning Sensor Data","Generate, Disseminate, and Report  Missile Warning Sensor Data",,X,X302,Other functional based standards,13,X302 - Of mission essential infrastructure that is HEMP hardened.,Of mission essential infrastructure that is HEMP hardened.,Y,Standards related to Of mission essential infrastructure that is HEMP hardened. are met or exceeded. This specifically pertains to the measure: 'Of mission essential infrastructure that is HEMP hardened.'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFTA 3.5.2.6.2.1,Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,SFTA 3.5.2.6.2.1 - Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,,X,X302,Other functional based standards,13,X302 - Of mission essential infrastructure that is HEMP hardened.,Of mission essential infrastructure that is HEMP hardened.,Y,Standards related to Of mission essential infrastructure that is HEMP hardened. are met or exceeded. This specifically pertains to the measure: 'Of mission essential infrastructure that is HEMP hardened.'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFSN 3.4.2.1,"Generate, Disseminate, and Report  Missile Warning Sensor Data","SFSN 3.4.2.1 - Generate, Disseminate, and Report  Missile Warning Sensor Data","Generate, Disseminate, and Report  Missile Warning Sensor Data",,X,X306,Other functional based standards,13,X306 - Of pre/trans/post attack unit survivability and Endurability to support NC3 mission requirements,Of pre/trans/post attack unit survivability and Endurability to support NC3 mission requirements,Y,X306 - Standards related to Of pre/trans/post attack unit survivability and Endurability to support NC3 mission requirements are met or exceeded. This specifically pertains to the measure: 'Of pre/trans/post attack unit survivability and Endurability to support NC3 mission requirements'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFSN 3.4.2.1,"Generate, Disseminate, and Report  Missile Warning Sensor Data","SFSN 3.4.2.1 - Generate, Disseminate, and Report  Missile Warning Sensor Data","Generate, Disseminate, and Report  Missile Warning Sensor Data",,X,X307,Other functional based standards,13,X307 - Of pre/trans/post attack unit survivability and Endurability to support NC3 mission requirements for Endurability Readiness Level 2 operations,Of pre/trans/post attack unit survivability and Endurability to support NC3 mission requirements for Endurability Readiness Level 2 operations,Y,Standards related to Of pre/trans/post attack unit survivability and Endurability to support NC3 mission requirements for Endurability Readiness Level 2 operations are met or exceeded. This specifically pertains to the measure: 'Of pre/trans/post attack unit survivability and Endurability to support NC3 mission requirements for Endurability Readiness Level 2 operations'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFSN 3.4.3.1,Generate and Disseminate Missile Defense Sensor Data,SFSN 3.4.3.1 - Generate and Disseminate Missile Defense Sensor Data,Generate and Disseminate Missile Defense Sensor Data,,X,X308,Other functional based standards,13,X308 - Of scheduled uptime system is able to communicate (send & receive) with the command and control node via C2BMC,Of scheduled uptime system is able to communicate (send & receive) with the command and control node via C2BMC,Y,Standards related to Of scheduled uptime system is able to communicate (send & receive) with the command and control node via C2BMC are met or exceeded. This specifically pertains to the measure: 'Of scheduled uptime system is able to communicate (send & receive) with the command and control node via C2BMC'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFTA 7.4.2.1,Training and Crew Force Management,SFTA 7.4.2.1 - Training and Crew Force Management,Training and Crew Force Management,,X,X331,Other functional based standards,13,X331 - Perform advanced mission planning and debriefing,Perform advanced mission planning and debriefing,Y,Standards related to Perform advanced mission planning and debriefing are met or exceeded. This specifically pertains to the measure: 'Perform advanced mission planning and debriefing'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFTA 3.5.2.6.2.1,Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,SFTA 3.5.2.6.2.1 - Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,,X,X336,Other functional based standards,13,X336 - Perform closely spaced object (CSO) clearing of tasked objects in space IAW tasking authority,Perform closely spaced object (CSO) clearing of tasked objects in space IAW tasking authority,Y,Standards related to Perform closely spaced object (CSO) clearing of tasked objects in space IAW tasking authority are met or exceeded. This specifically pertains to the measure: 'Perform closely spaced object (CSO) clearing of tasked objects in space IAW tasking authority'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFTA 3.5.2.6.2.1,Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,SFTA 3.5.2.6.2.1 - Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,,X,X337,Other functional based standards,13,X337 - Perform custody of space objects IAW tasking authority,Perform custody of space objects IAW tasking authority,Y,Standards related to Perform custody of space objects IAW tasking authority are met or exceeded. This specifically pertains to the measure: 'Perform custody of space objects IAW tasking authority'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFTA 3.5.2.6.2.1,Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,SFTA 3.5.2.6.2.1 - Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness,,X,X407,Other functional based standards,13,X407 - Provides or receives sufficient non-commercial power to sustain mission,Provides or receives sufficient non-commercial power to sustain mission,Y,Standards related to Provides or receives sufficient non-commercial power to sustain mission are met or exceeded. This specifically pertains to the measure: 'Provides or receives sufficient non-commercial power to sustain mission'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFSN 3.4.2.1,"Generate, Disseminate, and Report  Missile Warning Sensor Data","SFSN 3.4.2.1 - Generate, Disseminate, and Report  Missile Warning Sensor Data","Generate, Disseminate, and Report  Missile Warning Sensor Data",,X,X413,Other functional based standards,13,X413 - Receive adequate security and force protection in support of designated protection levels,Receive adequate security and force protection in support of designated protection levels,Y,X413 - Standards related to Receive adequate security and force protection in support of designated protection levels are met or exceeded. This specifically pertains to the measure: 'Receive adequate security and force protection in support of designated protection levels'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFSN 3.4.2.1,"Generate, Disseminate, and Report  Missile Warning Sensor Data","SFSN 3.4.2.1 - Generate, Disseminate, and Report  Missile Warning Sensor Data","Generate, Disseminate, and Report  Missile Warning Sensor Data",,X,X418,Other functional based standards,13,X418 - Receive sufficient commercial/BOS power to sustain mission,Receive sufficient commercial/BOS power to sustain mission,Y,Standards related to Receive sufficient commercial/BOS power to sustain mission are met or exceeded. This specifically pertains to the measure: 'Receive sufficient commercial/BOS power to sustain mission'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFSN 3.4.2.1,"Generate, Disseminate, and Report  Missile Warning Sensor Data","SFSN 3.4.2.1 - Generate, Disseminate, and Report  Missile Warning Sensor Data","Generate, Disseminate, and Report  Missile Warning Sensor Data",,X,X419,Other functional based standards,13,X419 - Receive sufficient non-commercial power to sustain mission,Receive sufficient non-commercial power to sustain mission,Y,Standards related to Receive sufficient non-commercial power to sustain mission are met or exceeded. This specifically pertains to the measure: 'Receive sufficient non-commercial power to sustain mission'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFSN 3.4.3.1,Generate and Disseminate Missile Defense Sensor Data,SFSN 3.4.3.1 - Generate and Disseminate Missile Defense Sensor Data,Generate and Disseminate Missile Defense Sensor Data,,X,X419,Other functional based standards,13,X419 - Receive sufficient non-commercial power to sustain mission,Receive sufficient non-commercial power to sustain mission,Y,Standards related to Receive sufficient non-commercial power to sustain mission are met or exceeded. This specifically pertains to the measure: 'Receive sufficient non-commercial power to sustain mission'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFSN 3.4.3.1,Generate and Disseminate Missile Defense Sensor Data,SFSN 3.4.3.1 - Generate and Disseminate Missile Defense Sensor Data,Generate and Disseminate Missile Defense Sensor Data,,X,X420,Other functional based standards,13,X420 - Receive Weapon System Sustainment deficiency rectification IAW HHQ guidance,Receive Weapon System Sustainment deficiency rectification IAW HHQ guidance,Y,Standards related to Receive Weapon System Sustainment deficiency rectification IAW HHQ guidance are met or exceeded. This specifically pertains to the measure: 'Receive Weapon System Sustainment deficiency rectification IAW HHQ guidance'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Guard,Force Generation,Core,SFSN 3.4.3.1,Generate and Disseminate Missile Defense Sensor Data,SFSN 3.4.3.1 - Generate and Disseminate Missile Defense Sensor Data,Generate and Disseminate Missile Defense Sensor Data,,X,X425,Other functional based standards,13,X425 - Receives adequate security and force protection in support of designated protection levels,Receives adequate security and force protection in support of designated protection levels,Y,Standards related to Receives adequate security and force protection in support of designated protection levels are met or exceeded. This specifically pertains to the measure: 'Receives adequate security and force protection in support of designated protection levels'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Guard,Force Generation,Core,SFSN 3.4.3.1,Generate and Disseminate Missile Defense Sensor Data,SFSN 3.4.3.1 - Generate and Disseminate Missile Defense Sensor Data,Generate and Disseminate Missile Defense Sensor Data,,X,X428,Other functional based standards,13,X428 - Receives sufficient commercial/BOS power to sustain mission,Receives sufficient commercial/BOS power to sustain mission,Y,X428 - Standards related to Receives sufficient commercial/BOS power to sustain mission are met or exceeded. This specifically pertains to the measure: 'Receives sufficient commercial/BOS power to sustain mission'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFSN 3.4.2.1,"Generate, Disseminate, and Report  Missile Warning Sensor Data","SFSN 3.4.2.1 - Generate, Disseminate, and Report  Missile Warning Sensor Data","Generate, Disseminate, and Report  Missile Warning Sensor Data",,X,X478,Other functional based standards,13,X478 - Sufficient funding and resources available for contract support,Sufficient funding and resources available for contract support,Y,Standards related to Sufficient funding and resources available for contract support are met or exceeded. This specifically pertains to the measure: 'Sufficient funding and resources available for contract support'.
SpOC,Delta 4,0007 SPACE WARNING SQ 0000,Beale Air Force Base,5SMGA,Active,Force Generation,Core,SFSN 3.4.2.1,"Generate, Disseminate, and Report  Missile Warning Sensor Data","SFSN 3.4.2.1 - Generate, Disseminate, and Report  Missile Warning Sensor Data","Generate, Disseminate, and Report  Missile Warning Sensor Data",,X,X502,Other functional based standards,13,X502 - To disseminate information,To disseminate information,Y,X502 - Standards related to To disseminate information are met or exceeded. This specifically pertains to the measure: 'To disseminate information'.
